Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Address,canonical_Length of Day,canonical_Fax,canonical_Center Director,canonical_Head Start Fund,canonical_Program Name,canonical_Email Address,canonical_Site name,canonical_NAEYC Program Id,canonical_Director,canonical_Progmod,canonical_Executive Director,canonical_Number per Site HS,canonical_Number per Site EHS,canonical_Eearly Head Start Fund,canonical_Purple binder service type,canonical_NAEYC Valid Until,canonical_Column,canonical_ECE Available Programs,canonical_Zip,canonical_Source,canonical_Phone,canonical_Ounce of Prevention Description,canonical_CC fund,canonical_Neighborhood,canonical_Program Option,canonical_Column2,canonical_Agency,canonical_IDHS Provider ID,canonical_Funded Enrollment,canonical_Id,canonical_Website
190,0.53728028861,43,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1701 w superior',b'half day/full day',b'',b'www.eriehouse.org',b'',b'child care',b'05/31/13',b'erie neighborhood house - erie community center',b'',b'',b'no',"b'2640it(child care it center), 3256ps(hs collaboration with c'",b'',b'',b'celena roldan',b'lfalk@eriehouse.org',b'celena roldan',b'',b'cp',b'60622',b'cps_early_childhood_portal_scrape.csv',b'5635800',b'293383',b'yes',b'west town',b'west town',b'child care',b'',b'',b'erie neighborhood house',b'43',b'no'
253,0.262400814465,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1711 w 35th st',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - little tykes i',b'',b'',b'no',b'',b'',b'',b'sara matta',b'',b'sara matta',b'',b'vincent allocco',b'60609',b'cps_early_childhood_portal_scrape.csv',b'2547700',b'',b'yes',b'mckinley park',b'mckinley park',b'',b'',b'',b'el valor',b'2604',b'no'
253,0.262400814465,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1711 w 35th st',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - little tykes i',b'',b'',b'no',b'',b'',b'',b'sara matta',b'',b'sara matta',b'',b'vincent allocco',b'60609',b'cps_early_childhood_portal_scrape.csv',b'2547700',b'',b'yes',b'mckinley park',b'mckinley park',b'',b'',b'',b'el valor',b'2604',b'no'
471,0.535859028498,46,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1711 w garfield blvd',b'extended day',b'',b'',b'',b'child care',b'',b'childserv west englewood school',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60636',b'cps_early_childhood_portal_scrape.csv',b'8677350',b'',b'',b'west englewood',b'',b'child care',b'',b'',b'',b'46',b''
186,0.507730856538,47,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1718 s loomis',"b'8-11 hours, varies by facility'",b'',b'www.elhogardelnino.org',b'',b'community partnerships',b'',b'el hogar del nino',b'',b'',b'no',"b'4136it(child care it center), 8027ps(hs collaboration with c'",b'',b'',b'aurea de jesus',b'',b'kimberly johnson',b'',b'cp',b'60608',b'cps_early_childhood_portal_scrape.csv',b'5639796',b'',b'yes',b'lower west side',b'lower west side',b'child care',b'',b'',b'el hogar del nino',b'2487',b'no'
186,0.507730856538,48,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1718 s loomis',"b'8-11 hours, varies by facility'",b'',b'www.elhogardelnino.org',b'',b'community partnerships',b'',b'el hogar del nino',b'',b'',b'no',"b'4136it(child care it center), 8027ps(hs collaboration with c'",b'',b'',b'aurea de jesus',b'',b'kimberly johnson',b'',b'cp',b'60608',b'cps_early_childhood_portal_scrape.csv',b'5639796',b'',b'yes',b'lower west side',b'lower west side',b'child care',b'',b'',b'el hogar del nino',b'2487',b'no'
124,0.892163169384,49,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1723 w 35th st',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - little tykes ii',b'',b'',b'no',b'',b'',b'',b'laura gonzalez',b'',b'laura gonzalez',b'',b'vincent allocco',b'60609',b'cps_early_childhood_portal_scrape.csv',b'5791791',b'',b'yes',b'',b'mckinley park',b'',b'',b'',b'el valor',b'595',b'no'
124,0.892163169384,50,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1723 w 35th st',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - little tykes ii',b'',b'',b'no',b'',b'',b'',b'laura gonzalez',b'',b'laura gonzalez',b'',b'vincent allocco',b'60609',b'cps_early_childhood_portal_scrape.csv',b'5791791',b'',b'yes',b'',b'mckinley park',b'',b'',b'',b'el valor',b'595',b'no'
642,0.532457992435,51,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1738 w marquette rd',b'extended day',b'',b'',b'',b'child care',b'',b'church of god true believers church of god community day care',b'',b'',b'no',b'7130ps(hs collaboration with childcare)',b'',b'',b'rev. sheila sims',b'',b'rev. sheila sims',b'',b'rev. sheila sims',b'60636',b'cps_early_childhood_portal_scrape.csv',b'4715222',b'',b'yes',b'',b'west englewood',b'child care',b'',b'',b'church of god true believers',b'51',b'no'
29,0.329751157761,52,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1754 w devon',b'extended day',b'',b'www.lssi.org',b'',b'child care',b'',b'lutheran social services of illinois - rogers park / lssi',b'',b'',b'no',b'7134ps(hs collaboration with childcare & prek)',b'',b'',b'deloris mcdowell',b'',b'deloris mcdowell',b'',b'john schnier',b'60660',b'cps_early_childhood_portal_scrape.csv',b'2623366',b'',b'yes',b'rogers park',b'rogers park',b'child care',b'',b'',b'lutheran social services of illinois',b'52',b'no'
553,0.462549315049,53,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1814 s paulina',b'half day/full day',b'',b'www.chicagocommons.org',b'',b'state pre-kindergarten',b'09/30/14',b'chicago commons association - guadalupano family center',b'',b'',b'no',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'',b'',b'migdalia young',b'arroyoe@chicagocommons.org',b'esmeralda arroyo',b'',b'dan valliere',b'60608',b'cps_early_childhood_portal_scrape.csv',b'6663883',b'405263',b'yes',b'lower west side',b'lower west side',b'child care',b'',b'',b'chicago commons association',b'53',b'yes'
553,0.512811225194,54,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1814 s paulina',b'half day/full day',b'',b'www.chicagocommons.org',b'',b'state pre-kindergarten',b'09/30/14',b'chicago commons association - guadalupano family center',b'',b'',b'no',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'',b'',b'migdalia young',b'arroyoe@chicagocommons.org',b'esmeralda arroyo',b'',b'dan valliere',b'60608',b'cps_early_childhood_portal_scrape.csv',b'6663883',b'405263',b'yes',b'lower west side',b'lower west side',b'child care',b'',b'',b'chicago commons association',b'53',b'yes'
578,0.506518370575,55,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1834 n lawndale',b'half day/full day',b'',b'www.ymcachicago.org',b'',b'child care',b'11/01/16',b'ymca of metropolitan chicago - mccormick tribune- ymca',b'',b'',b'yes',"b'2697it(child care it center), 7096ps(hs collaboration with c'",b'',b'',b'maria franco',b'mfranco@ymcachicago.org',b'maria franco',b'',b'dorothy cole-gary',b'60647',b'cps_early_childhood_portal_scrape.csv',b'2352525',b'726298',b'yes',b'west town',b'logan square',b'child care',b'',b'',b'ymca of metropolitan chicago',b'55',b'yes'
257,0.386820060866,56,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1900 w van buren',b'extended day',b'',b'www.ccc.edu',b'',b'child care',b'',b'board trustees-city colleges of chicago - malcolm x college',b'',b'',b'no',"b'7025ps (hs collaboration with childcare & prek), 4385ps(chil'",b'',b'',b'ereyne weekes',b'',b'aisha ruther',b'',b'phyllis daniels-ward',b'60612',b'cps_early_childhood_portal_scrape.csv',b'8507000',b'',b'yes',b'near west side',b'near west side',b'child care',b'',b'',b'board trustees-city colleges of chicago',b'56',b'no'
257,0.386820060866,57,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1900 w van buren',b'extended day',b'',b'www.ccc.edu',b'',b'child care',b'',b'board trustees-city colleges of chicago - malcolm x college',b'',b'',b'no',"b'7025ps (hs collaboration with childcare & prek), 4385ps(chil'",b'',b'',b'ereyne weekes',b'',b'aisha ruther',b'',b'phyllis daniels-ward',b'60612',b'cps_early_childhood_portal_scrape.csv',b'8507000',b'',b'yes',b'near west side',b'near west side',b'child care',b'',b'',b'board trustees-city colleges of chicago',b'56',b'no'
93,0.380550350462,58,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1951 w 19th st',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - guadalupe reyes children & family center',b'',b'',b'no',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'',b'',b'lydia marcos',b'',b'rosa moreno',b'',b'vincent allocco',b'60608',b'cps_early_childhood_portal_scrape.csv',b'9972021',b'',b'yes',b'',b'lower west side',b'child care',b'',b'',b'el valor',b'2146',b'yes'
93,0.380550350462,59,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1951 w 19th st',b'extended day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - guadalupe reyes children & family center',b'',b'',b'no',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'',b'',b'lydia marcos',b'',b'rosa moreno',b'',b'vincent allocco',b'60608',b'cps_early_childhood_portal_scrape.csv',b'9972021',b'',b'yes',b'',b'lower west side',b'child care',b'',b'',b'el valor',b'2146',b'yes'
555,0.205828502774,60,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2001 w pierce',b'half day/full day',b'',b'www.nadnkids.org',b'',b'child care',b'04/30/15',b'north avenue day nursery - north avenue day nursery',b'',b'',b'no',"b'3270ps(hs collaboration with childcare & prek), 2742ps(child'",b'',b'',b'steve koll',b'steven@nadnkids.org',b'steve koll',b'',b'cp',b'60622',b'cps_early_childhood_portal_scrape.csv',b'3424499',b'274678',b'yes',b'west town',b'west town',b'child care',b'',b'',b'north avenue day nursery',b'60',b'yes'
574,0.918402850628,61,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2020 w roosevelt rd',b'extended day',b'',b'',b'',b'child care',b'',b'carole robertson center for learning - carole robertson center ctr 2020',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2437300',b'',b'',b'',b'',b'',b'',b'',b'',b'61',b''
574,0.918402850628,62,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2020 w roosevelt rd',b'extended day',b'',b'',b'',b'child care',b'',b'carole robertson center for learning - carole robertson center ctr 2020',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2437300',b'',b'',b'',b'',b'',b'',b'',b'',b'61',b''
33,0.0918402850628,63,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2141 s tan ct',b'half day/full day',b'',b'www.caslservice.org',b'',b'state pre-kindergarten',b'',b'chinese american service league - chinese american service league',b'',b'',b'no',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'',b'',b'weilian xin',b'',b'brenda arksey',b'',b'esther wong',b'60616',b'cps_early_childhood_portal_scrape.csv',b'7910418',b'',b'yes',b'',b'armour square',b'',b'',b'',b'chinese american service league',b'625',b'yes'
33,0.782714623213,64,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2141 s tan ct',b'half day/full day',b'',b'www.caslservice.org',b'',b'state pre-kindergarten',b'',b'chinese american service league - chinese american service league',b'',b'',b'no',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'',b'',b'weilian xin',b'',b'brenda arksey',b'',b'esther wong',b'60616',b'cps_early_childhood_portal_scrape.csv',b'7910418',b'',b'yes',b'',b'armour square',b'',b'',b'',b'chinese american service league',b'625',b'yes'
34,0.775884389877,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2141 w 79th st',b'extended day',b'',b'',b'',b'child care',b'',b'first church of love and faith - first church of love & faith annex',b'',b'',b'no',b'3258ps(hs collaboration with childcare)',b'',b'',b'conniie guyton',b'',b'barbara mosley',b'',b'archbishop lucius hall',b'60620',b'cps_early_childhood_portal_scrape.csv',b'2246800',b'',b'yes',b'',b'auburn gresham',b'',b'',b'',b'first church of love and faith',b'65',b'no'
35,0.87559825182,66,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2325 s california ave',b'extended day',b'',b'',b'',b'early head start',b'',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60608',b'cps_early_childhood_portal_scrape.csv',b'5231629',b'',b'',b'south lawndale',b'',b'child care',b'',b'',b'',b'66',b''
35,0.87559825182,67,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2325 s california ave',b'extended day',b'',b'',b'',b'early head start',b'',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60608',b'cps_early_childhood_portal_scrape.csv',b'5231629',b'',b'',b'south lawndale',b'',b'child care',b'',b'',b'',b'66',b''
270,0.468414998055,68,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2326 s dearborn st',b'extended day',b'',b'',b'',b'child care',b'',b'henry booth house - bernard gentry',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60616',b'cps_early_childhood_portal_scrape.csv',b'8428557',b'',b'',b'near south side',b'',b'',b'',b'',b'',b'69',b''
270,0.468414998055,69,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2326 s dearborn st',b'extended day',b'',b'',b'',b'child care',b'',b'henry booth house - bernard gentry',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'60616',b'cps_early_childhood_portal_scrape.csv',b'8428557',b'',b'',b'near south side',b'',b'',b'',b'',b'',b'69',b''
795,,70,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,0.346657137076,71,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2401 s wabash ave',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships',b'',b'henry booth house - hillard house / henry booth',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60616',b'cps_early_childhood_portal_scrape.csv',b'7919710',b'',b'',b'',b'',b'child care',b'',b'',b'',b'3166',b''
272,0.351229773627,72,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2414 s albany ave',b'half day/full day',b'',b'www.catholiccharities.net',b'',b'child care',b'01/31/13',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'',b'no',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'",b'',b'',b'petra gutierrez',b'pgutierr@catholiccharities.net',b'petra gutierrez',b'',b'laura rios',b'60623',b'cps_early_childhood_portal_scrape.csv',b'2775888',b'486949',b'yes',b'',b'south lawndale',b'child care',b'',b'',b'catholic charities of the archdiocese of chicago',b'72',b'yes'
272,0.453274534808,73,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2414 s albany ave',b'half day/full day',b'',b'www.catholiccharities.net',b'',b'child care',b'01/31/13',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'',b'no',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'",b'',b'',b'petra gutierrez',b'pgutierr@catholiccharities.net',b'petra gutierrez',b'',b'laura rios',b'60623',b'cps_early_childhood_portal_scrape.csv',b'2775888',b'486949',b'yes',b'',b'south lawndale',b'child care',b'',b'',b'catholic charities of the archdiocese of chicago',b'72',b'yes'
404,0.229600712657,74,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2424 w touhy',b'half day/full day',b'',b'www.ymcachicago.org',b'',b'child care',b'11/30/14',b'ymca of metropolitan chicago - high ridge ymca',b'',b'',b'no',"b'2132it(child care it center), 7094ps(hs collaboration with c'",b'',b'',b'linda acevedo',b'',b'linda acevedo',b'',b'dorothy cole-gary',b'60645',b'cps_early_childhood_portal_scrape.csv',b'2628300',b'725321',b'yes',b'west ridge',b'west ridge',b'child care',b'',b'',b'ymca of metropolitan chicago',b'74',b'yes'
273,0.320028282702,75,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2434 s kildare',b'half day/full day',b'',b'www.elvalor.org',b'',b'child care',b'',b'el valor - carlos cantu',b'',b'',b'no',"b'4305it(child care it center), 4305ps(child care ps center),'",b'',b'',b'irma carmona',b'',b'irma carmona',b'',b'vincent allocco',b'60623',b'cps_early_childhood_portal_scrape.csv',b'2422700',b'',b'yes',b'',b'south lawndale',b'',b'',b'',b'el valor',b'76',b'yes'
